Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
DFS_LIM,0.0010006428,579,326
BFS,0.0019989014,618,326
A*,0.0020000935,359,281
BA*,0.0019989014,316,281
EBA*,0.0019996166,281,281
DIJKSTRA,0.001001358,391,281
DFS_NORMAL,0.0,169,281
DFS_LIM,0.0,354,281
BFS,0.0009996891,350,281
A*,0.0009999275,285,563
BA*,0.0029995441,470,563
EBA*,0.0019991398,305,563
DIJKSTRA,0.0009999275,286,563
DFS_NORMAL,0.0010006428,266,563
DFS_LIM,0.0,284,563
BFS,0.0,288,563
A*,0.001999855,522,297
BA*,0.0029997826,579,297
EBA*,0.0030004978,517,297
DIJKSTRA,0.0019996166,555,297
DFS_NORMAL,0.0010011196,387,297
DFS_LIM,0.0010008812,492,297
BFS,0.0009999275,556,297
A*,0.001999855,397,381
BA*,0.001999855,394,381
EBA*,0.0019996166,338,381
DIJKSTRA,0.001001358,400,381
DFS_NORMAL,0.0010008812,787,381
DFS_LIM,0.001001358,580,381
BFS,0.0010011196,400,381
A*,0.0020000935,770,841
BA*,0.0029997826,618,841
EBA*,0.0029997826,524,841
DIJKSTRA,0.0029997826,770,841
DFS_NORMAL,0.001001358,506,841
DFS_LIM,0.0010011196,760,841
BFS,0.0010015965,702,841
A*,0.0009999275,153,134
BA*,0.0019996166,162,134
EBA*,0.0020003319,128,134
DIJKSTRA,0.0010011196,159,134
DFS_NORMAL,0.0,94,134
DFS_LIM,0.0010001659,143,134
BFS,0.0009996891,165,134
A*,0.0020000935,580,274
BA*,0.003000021,555,274
EBA*,0.0029993057,505,274
DIJKSTRA,0.0020000935,624,274
DFS_NORMAL,0.0010006428,705,622
DFS_LIM,0.0010011196,742,274
BFS,0.0010008812,620,274
A*,0.0009999275,297,180
BA*,0.0020000935,174,180
EBA*,0.001999855,158,180
DIJKSTRA,0.0010011196,380,180
DFS_NORMAL,0.0010008812,783,180
DFS_LIM,0.0010008812,289,180
BFS,0.0009999275,254,180
A*,0.0020003319,658,359
BA*,0.003000021,496,359
EBA*,0.0029997826,478,359
DIJKSTRA,0.0020000935,658,359
DFS_NORMAL,0.0010011196,546,359
DFS_LIM,0.001001358,487,359
BFS,0.001001358,672,359
A*,0.0020000935,771,647
BA*,0.003000021,681,647
EBA*,0.0039994717,779,647
DIJKSTRA,0.0020003319,771,647
DFS_NORMAL,0.001001358,463,647
DFS_LIM,0.0010011196,719,647
BFS,0.0010011196,771,647
A*,0.0029995441,683,489
BA*,0.0029995441,723,489
EBA*,0.0029990673,748,489
DIJKSTRA,0.0020000935,707,489
DFS_NORMAL,0.0019996166,579,489
DFS_LIM,0.0010015965,637,489
BFS,0.0010018349,675,489
A*,0.001999855,536,919
BA*,0.0029995441,704,919
EBA*,0.0029995441,610,919
DIJKSTRA,0.0010006428,536,919
DFS_NORMAL,0.0010006428,475,919
DFS_LIM,0.0009994507,475,919
BFS,0.0010001659,536,919
A*,0.0020000935,544,361
BA*,0.0029995441,493,361
EBA*,0.0029995441,590,361
DIJKSTRA,0.0009996891,549,361
DFS_NORMAL,0.001001358,479,361
DFS_LIM,0.0009999275,629,361
BFS,0.0019996166,629,361
A*,0.0019993782,480,171
BA*,0.0030002594,447,171
EBA*,0.0019993782,427,171
DIJKSTRA,0.001999855,576,171
DFS_NORMAL,0.0019996166,693,807
DFS_LIM,0.0020000935,784,807
BFS,0.001999855,693,171
A*,0.003000021,563,444
BA*,0.003000021,363,444
EBA*,0.0019986629,405,444
